Community,Id,Request,Score1,Score2,Score3,Score4,Score5,TurkId1,TurkId2,TurkId3,TurkId4,TurkId5,Normalized Score,Average,Classification,,,,
Wikipedia,115432,OK done. When do I get my money?,13,11,1,11,5,A2UFD1I8ZO1V4G,A22SZHZTF72TRM,A1BJTTNDDFZ3ZP,A1F4D2PZ7NNWTL,A13CO3B2BRXQLZ,-1.258773867,8.2,Rude,0.66533424,,,
Wikipedia,55859,Thank you for reverting vandalism on my page.  How did you catch it so fast?,13,17,21,25,21,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A3S5L3I8O3Q2G,A26YKYQIA3GX8B,AIPK94CUWL45W,1.474281935,19.4,Polite,0.465661895,,,
092011 Webmasters,9991,"So how on earth do I overwrite the existing files without deleting all of the custom content? (CSS, markup, etc?)",17,13,21,21,25,AO3XB5I5QNNUI,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A771BLWJLMWYY,A2MWGIVIKOXWYM,1.285759131,19.4,Polite,0.098230349,,,
,,"you rock, incredible performance, hats off to you.",,,,,,,,,,,,,Polite,0.84812218,,,
092011 Stack Overflow,2745437,"@Paul R: Ok, I have edited my question. Is it better now or something is missing?",21,20,17,16,21,A3E157ZN8XPUKJ,A125P73OQSRNI5,A3EJ5TT2ZGBIDA,AD1IH74UX9IAI,A150TBAWIYV8J4,1.012323097,19,Polite,0.069930935,,,
Wikipedia,28255,If the deleted image only has a single character then no need to restore. Would you be against adding an image illustrating the 4 protagonist dinosaurs?,17,17,25,17,20,A233ONYNWKDIYF,AEWF3138PFWEN,A1GWSZ4I2QGCNJ,A2ULMYRKQMNNFG,AZ1RJVNOZFIWV,0.927319594,19.2,Polite,0.397610105,,,
092011 TeX - LaTeX,1037,"Could you tell which packages you have already tried? Would something like a long table, where you type each paragraph into a cell, be useful to you?",5,5,9,8,5,A233ONYNWKDIYF,A34A7196LM26TV,A2UFD1I8ZO1V4G,A28TXBSZPWMEU9,AR6N5URYPDBXS,-1.817436716,6.4,Rude,0.863060167,,,
092011 Stack Overflow,1350894,@Thomas P: hahah!! apropos Dijkstra huh?!,4,9,1,1,13,A1KYGP10BH4FXU,A1H0XDGVSBL152,A872FSFU7WV6W,A3DKR227NQCH4X,A3OY0OL2M0HUTT,-1.249793281,5.6,Rude,0.557293465,,,
092011 IT Security,2090,"I suggest re-titling the question, as this has nothing to do with ebay.  Perhaps a title like ""How can I secure my PHP website?"".",5,1,7,9,9,A233ONYNWKDIYF,A1ZHP80O13CEUI,A23312XQ2AQ91W,A3E157ZN8XPUKJ,A2UFD1I8ZO1V4G,-2.273886789,6.2,Rude,0.793816038,,,
Wikipedia,626932,"Crimson, there is a discussion at <url> where we have implemented a new template for bot operators when their bot is blocked stating that it is in ''no way'' an indication or accusation of wrong doing on the operator's behalf. I'm sorry you have interpreted that way - would you be willing to re-consider your retirement?",25,17,21,17,20,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A34A6MSJTD9A4L,A3LXBP8T6JMY9B,A1Y3Z92RE62NPS,1.330587556,20,Polite,0.820825017,,,
092011 Stack Overflow,5274786,This is a cool question!  Where did this come up?,21,13,13,25,22,A2UFD1I8ZO1V4G,A1H0XDGVSBL152,A233ONYNWKDIYF,A3E157ZN8XPUKJ,A17G2LOYX7WQZ,1.311096989,18.8,Polite,0.269190241,,,
Wikipedia,507463,"I don't understand how you find it appropriate to talk about your illegal drug use on your user page.  Also, how do you have the right to ban other people's usernames with a name like ""'''BONG'''warrior""?",19,5,2,1,5,AUJNGT4ODJ6TE,A3S5L3I8O3Q2G,A2EKTJWJGLWVWV,A2AMGE57IJVSHF,A1LO3ERNARW7Y4,-1.401238912,6.4,Rude,0.303192083,,,
092011 Physics,5325,@space_cadet: Thanks for your answer.I have two question for you.Could please let me know how the conterfactual states are generated in the first place and what is the role of \alpha s in getting rid of them?Because I've always just been taught that measu,5,9,9,6,9,AYG3MF094634L,A233ONYNWKDIYF,A3CPYEB0W3MLZK,ARX0S1CIDJLOX,AR6N5URYPDBXS,-1.345936752,7.6,Rude,0.785125992,,,
092011 Stack Overflow,5550922,Updated!!!!!!!!! any one???,1,9,6,10,6,A1LZIWJ3V05K3H,APEJ17EE0VDDT,A1F4D2PZ7NNWTL,A34M93NJC830DP,A321FJYVTX5WP9,-1.568071294,6.4,Rude,0.163828019,,,
092011 Stack Overflow,2969508,"I've re-read the question at least 4x's now and am still confused, re: if your manager has great faith in your development skills, why isn't your manager giving you senior-level responsibilities? Or is it just the title you are seeking?",13,9,5,6,7,A2UFD1I8ZO1V4G,AL97SCCNKZILP,A17G2LOYX7WQZ,A2BKPNKU3EG41Z,A34M93NJC830DP,-1.898743192,8,Rude,0.233611831,,,
Wikipedia,11539,Nice work.  :)  Got anything for <url> or <url>?,13,17,21,19,24,A233ONYNWKDIYF,A1BJTTNDDFZ3ZP,A1F4D2PZ7NNWTL,AD1IH74UX9IAI,A3TFQK7QK8X6LM,0.972824462,18.8,Polite,0.915573429,,,
Wikipedia,620018,"Yeah, I saw the French logo on the top of the page... I couldn't find any better versions of that logo, but the English one should suffice, right?",21,15,21,21,13,A2WKPCZU4U110T,A22SZHZTF72TRM,A3L8MJ1C4OEDGV,A3E157ZN8XPUKJ,AC25X12LNYY6Y,0.458603479,18.2,Polite,0.058629017,,,
Wikipedia,622946,"You may need to enable your own setting to allow E-mail too; I'm not sure. If so, maybe you can turn it on temporarily, so that you can send me one e-mail?",21,21,15,17,16,A233ONYNWKDIYF,A2X9AEDAHF7O7S,AYG3MF094634L,A1F4D2PZ7NNWTL,AZOAW8JH5HJJK,0.895851651,18,Polite,0.877594587,,,
Wikipedia,278041,"What's wrong with having everything look the same, the links are for the Official website of the channel so I don't see the problem??",9,9,9,5,8,A233ONYNWKDIYF,A2EJ6MKRFATU5I,A3S5L3I8O3Q2G,A3IHLWMZNBLUR4,ANS7S6PUWTLF7,-1.228434147,8,Rude,0.128835932,,,
Wikipedia,13951,You should really use edit summaries to justify your edits. Explain?,9,5,13,7,9,AD8ZUKPJT9E6,A21753FQKCM5DQ,A2UFD1I8ZO1V4G,A22SZHZTF72TRM,A38N58BSMTA0BE,-1.269979492,8.6,Rude,0.075172394,,,
092011 Drupal Answers,2818,"Hello, Vladimir Alexiev; welcome on _Drupal Answers_. To which Drupal version are you interested?",5,5,9,9,1,A2TVQMMI5TNQPJ,A3RLCGRXA34GC0,A2UFD1I8ZO1V4G,A32VJLRWGMYGSU,A1FF4KWG1G44QE,-2.05398109,5.8,Rude,0.094974525,,,
Wikipedia,85235,"No-one's saying you can't edit anything, but what we are saying is that introducing grammatically incorrect phrases, POV, weasel words and things discussed and discounted in the numerous PRs and FLCs this article went through is inappropriate.  Buc, stop it please, I'm getting tired of this, why not work on being constructive to articles that aren't at featured status?",20,1,5,9,8,A3L8MJ1C4OEDGV,A1BJTTNDDFZ3ZP,A26NYABOD7YBW8,A38WUWONC7EXTO,A1F4D2PZ7NNWTL,-1.204651374,8.6,Rude,0.113257874,,,
092011 Stack Overflow,927729,"this seems like an interesting question, but I can't make heads or tails of it.  Do you think you could edit it to explain in more depth, perhaps including links to some of the more technical terms?",17,25,17,18,21,A2UFD1I8ZO1V4G,A1KC138MX47DXA,AD1IH74UX9IAI,A2BKPNKU3EG41Z,A38EGQEYZHRQNC,1.119241159,19.6,Polite,0.759412047,,,
Wikipedia,68981,Thanks! Do you know why this was held jointly and what was worked on?,17,17,17,21,21,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A3S5L3I8O3Q2G,A28TXBSZPWMEU9,AIPK94CUWL45W,1.346772251,18.6,Polite,0.619617826,,,
092011 Apple,11502,Phones generally don't even ring for more than 30 seconds. Why do you want to do this?,1,1,2,1,1,AO3XB5I5QNNUI,A233ONYNWKDIYF,A23312XQ2AQ91W,A32VJLRWGMYGSU,A13HSR88OUNIVP,-3.719464945,1.2,Rude,0.572006817,,,
092011 Gaming,10967,@badp I've noticed you often use acronyms that I either need to look up or someone has to have you define for them.  Maybe you could consider typing things out instead?,12,5,1,13,1,A1ZHP80O13CEUI,A28TXBSZPWMEU9,A2JJLF3PI5XJ0I,A3S5L3I8O3Q2G,ARX0S1CIDJLOX,-1.627990114,6.4,Rude,0.695381689,,,
Wikipedia,488383,"Thanks for the response.  May I ask, are you a video gamer?",17,17,17,21,19,A21753FQKCM5DQ,A2UFD1I8ZO1V4G,AAZKHFKG1B8VQ,A2LQ33BQ8G259D,A1F4D2PZ7NNWTL,1.054969555,18.2,Polite,0.628285517,,,
Wikipedia,584305,"Thank you, Cremepuff222, for the kind words. :) How have you been?",25,21,21,25,21,A1R4VG71V6XECZ,A2WKPCZU4U110T,A1BJTTNDDFZ3ZP,A3E157ZN8XPUKJ,A1RT9SQ9D9DLOV,1.326881921,22.6,Polite,0.806701418,,,
092011 Unix and Linux,23836,"Please describe, what happens if you try to boot. What boot options are used?",17,17,25,24,15,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A2WFNPUI1JSPG4,A1FF4KWG1G44QE,A2JJLF3PI5XJ0I,1.131591425,19.6,Polite,0.07216249,,,
Wikipedia,210822,"Thanks for your support! Would you consider commenting on the <url> talk page, saying it has your support (and adding those comments for discussion)?",21,21,19,21,20,A2UFD1I8ZO1V4G,A1QV3X9YMQQ3OQ,AYG3MF094634L,A1KC138MX47DXA,A1Y3Z92RE62NPS,1.696684607,20.4,Polite,0.357191343,,,
092011 Stack Overflow,4372126,"should pmf(X) be the normalized frequency distribution of X? If yes, do we have any function in Matlab to compute it?",21,17,13,17,21,A3E157ZN8XPUKJ,A3OW54MEVDKXJL,A1E0EK09CA5OIO,A2WGBPEN45GJNF,A3DKR227NQCH4X,0.531555235,17.8,Polite,0.72147694,,,
Wikipedia,171454,Nice photo!  Could you help answer a question (<url>) at the Reference Desk related to the picture?,21,21,25,17,25,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A2QH1BQA6GR48O,A3GOI327COFGY5,A00613921OIEGJA322163,1.758916892,21.8,Polite,0.761933787,,,
092011 TeX - LaTeX,4812,I am curious why you want to do it in *TeX. What is missing in the various other solutions that use an external language?,5,5,7,14,12,AO3XB5I5QNNUI,A233ONYNWKDIYF,A23312XQ2AQ91W,ARYGQ46IMW8AU,A28TXBSZPWMEU9,-1.369030204,8.6,Rude,0.401077839,,,
Wikipedia,284104,"What do you mean by ""not a derivative of Formula 3 article""? Why did you feel compelled to remove the link to the main F3 article off the top of all the F3 sub-articles?",5,9,13,9,5,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A28TXBSZPWMEU9,AIPK94CUWL45W,A3IHLWMZNBLUR4,-1.571458724,8.2,Rude,0.004967023,,,
092011 Stack Overflow,780244,Are you on development webserver? Check if the same problem present with your app working under IIS and then with new empty mvcapp?,21,21,13,21,13,A3R637QBE0IXDF,A3E157ZN8XPUKJ,AO3XB5I5QNNUI,A3DKR227NQCH4X,A2GSW5RBAT5LQ5,0.432875997,17.8,Polite,0.9376954,,,
Wikipedia,466963,"That you would consider a section that he ""praised"" a murderer (referenced to a website dedicated to smear campaigns, no less) as ""NPOV"" is astonishing. Doesn't <url> apply here or do you expect other users to turn the attack into something NPOV?",9,13,1,12,5,A233ONYNWKDIYF,A3S5L3I8O3Q2G,A26YKYQIA3GX8B,A28TXBSZPWMEU9,A19ZT0TQPFA2,-1.034246928,8,Rude,0.020044539,,,
092011 Stack Overflow,7489300,I'd like to support iOS 3.0 because it's the project's requirement. Can you help?,16,21,18,18,17,AYG3MF094634L,A3MMLCBV2W3BP9,A17G2LOYX7WQZ,A3TXO6RKFIDFUV,AFD31LP2ZU9G7,1.405489008,18,Polite,0.174329178,,,
092011 English Language and Usage,42747,"The reason for using ""Please try not to eat the semicolon"" was simply because I couldn't come up with a better example. Would there be any difference if it was related?",19,17,21,17,21,AYG3MF094634L,A233ONYNWKDIYF,ALQJX7I6J8LDT,A2UFD1I8ZO1V4G,A1LRRDBA84ITCJ,1.486173102,19,Polite,0.781849485,,,
092011 Gaming,20827,I let it accepted for the computation but it seems the link is not the good one as they're not talking about levels in this thread. Could you check please?,12,15,17,21,25,AO3XB5I5QNNUI,AYG3MF094634L,A3E157ZN8XPUKJ,A32VJLRWGMYGSU,A2MWGIVIKOXWYM,0.55413411,18,Polite,0.007862196,,,
092011 Stack Overflow,2713477,homework? or you write software for Somali pirates?,9,9,5,6,11,A2UFD1I8ZO1V4G,A233ONYNWKDIYF,A1G05O3HM7DNVZ,A17G2LOYX7WQZ,A2GSW5RBAT5LQ5,-1.829424785,8,Rude,0.62014182,,,
Wikipedia,412434,"Ha, you're too kind to me, my old friend. MK one day, promise?",13,19,21,17,18,A233ONYNWKDIYF,A22SZHZTF72TRM,A199E33VY97TR,A1TMK6G1BLKVS2,A3EJ5TT2ZGBIDA,0.908200208,17.6,Polite,0.269715927,,,
092011 Stack Overflow,1893675,"When you say concatenate, do you mean overlay them (put them in the same place) or put them next to each other?  If you mean overlay, what do you want to happen when two pixels are at the same spot -- how do you want transparency to be handled?",19,15,17,22,15,A1133ON5ALJKXJ,A3MMLCBV2W3BP9,A3TXO6RKFIDFUV,A3KL0CPDH3AJ9Z,A39FH0T1NKKMVO,0.930712406,17.6,Polite,0.871215714,,,
092011 Stack Overflow,3004607,"lol, WHAT? sry not making fun of anyone but this is hilarious the way it is asked?",1,5,9,8,6,A3H8M155NBFE1L,A2UFD1I8ZO1V4G,A1KC138MX47DXA,AD1IH74UX9IAI,A3OY0OL2M0HUTT,-2.09668713,5.8,Rude,0.014139127,,,
Wikipedia,621666,O RLY? And what does it do there?,9,1,13,9,2,A2WKPCZU4U110T,AO5E3LWBYM72K,ARYGQ46IMW8AU,A38WUWONC7EXTO,A38N58BSMTA0BE,-1.556687285,6.8,Rude,0.625942691,,,
Wikipedia,264394,Would you like to elaborate? How are you empowering me exactly?,6,9,2,10,13,AW6UIL04MLQ9N,A34A6MSJTD9A4L,A3MN5VOZFQPNZF,AC25X12LNYY6Y,A1DTQSIIYIZL62,-1.088086191,8,Rude,0.81032759,,,
Wikipedia,52673,I am trying to figure out the exact definition of <url> however do not have access to Andrews.  Could you help?,17,21,17,16,19,A233ONYNWKDIYF,A34A6MSJTD9A4L,A15YL2MKU0RY98,A1F4D2PZ7NNWTL,A9LK8OAITVXOQ,0.911434971,18,Polite,0.303747791,,,
092011 Drupal Answers,4111,hook_form should have only 2 arguments. Where $foo is coming from?,10,5,2,13,8,AYG3MF094634L,A1KQ5WV7BT3QAS,A1KC138MX47DXA,A28TXBSZPWMEU9,A29B522D0BX6HN,-1.288748231,7.6,Rude,0.867909033,,,
Wikipedia,97306,Good shot of Danica's car qualifying at Japan. Were you able to see her win the race?,13,25,18,21,18,A2UFD1I8ZO1V4G,A1UEZLJ583HSV5,A28TXBSZPWMEU9,A28ZB4ZB13BWAI,AIPK94CUWL45W,0.830123275,19,Polite,0.046656834,,,
092011 Stack Overflow,4349851,Why not use a database such as MySQL? And more disturbing is why didn't anyone mention that ?!?!,4,9,11,9,4,A2AE4MZVUX9JPX,A1H0XDGVSBL152,AYG3MF094634L,AD1IH74UX9IAI,AFHAH1BIN51GI,-1.463578362,7.4,Rude,0.480813247,,,
Wikipedia,93609,"Can I you take a look at <url> and <url>? Specifically, look at the formatting of the general reference; is it an acceptable way to present the references?",16,25,17,16,17,A377FGOJB9OTNG,A1N6LHJ8AZZ85F,AVHARSCRX7M9E,AC25X12LNYY6Y,A22CF8BF9YQND7,0.957892082,18.2,Polite,0.069027049,,,
Wikipedia,628941,"Cool, Thanks, do you want to add it to their list? or can I?",17,25,15,21,22,A22SZHZTF72TRM,AO5E3LWBYM72K,A1434R69YV3Y3I,A302M81U0HM7RJ,A1F4D2PZ7NNWTL,1.145226409,20,Polite,0.323527623,,,
092011 Theoretical Computer Science,2070,Do we have any Wikipedia regulars here who could perhaps advertise this thread at http://en.wikipedia.org/wiki/Talk:List_of_unsolved_problems_in_computer_science ? Or would it be a bad idea?,13,5,17,5,1,AO3XB5I5QNNUI,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A32VJLRWGMYGSU,A2MWGIVIKOXWYM,-1.012882469,8.2,Rude,0.812071548,,,
Wikipedia,626316,I'm not sure what you are reffering to. Could you give a link?,13,22,15,21,17,A22SZHZTF72TRM,AO5E3LWBYM72K,AVHARSCRX7M9E,A3TFQK7QK8X6LM,A3FGBGZ4RKH712,0.57519959,17.6,Polite,0.226374489,,,
Wikipedia,618729,How come no one will answer this question!??,9,5,9,5,3,A2UFD1I8ZO1V4G,AVWFW00UYDVUD,AYG3MF094634L,A1TLLJDX8H4JP1,A3KVLFBRO8X2MZ,-2.105555989,6.2,Rude,0.532586913,,,
092011 Gaming,5060,Menu->options->keybindings?  Is that not working for some reason?,5,1,9,9,5,A233ONYNWKDIYF,A3CPYEB0W3MLZK,A2UFD1I8ZO1V4G,A2J65ZHAJQDKAC,A2JJLF3PI5XJ0I,-1.877959712,5.8,Rude,0.54478964,,,
Wikipedia,272220,Thanks for improving the article.  Can you add categories also?,21,25,25,20,18,A2UFD1I8ZO1V4G,AO5E3LWBYM72K,A2MWGIVIKOXWYM,A1GK3MPU2HL0C8,A1F4D2PZ7NNWTL,1.436016098,21.8,Polite,0.739628884,,,
092011 Stack Overflow,3629327,Can you expand on your question?  Are one of the arguments in this function supposed to be passed from the server?,22,18,17,16,20,A1133ON5ALJKXJ,A2PXJTMWGUE5DC,A233ONYNWKDIYF,A1KC138MX47DXA,A39R8UQ6U2MKHL,1.083331508,18.6,Polite,0.994270888,,,
Wikipedia,160294,"Listen, the reason I put those signs in the code 'break-clear' is because the arrangement of the blocks is ''off-key'', at least when looking through IE or Mozilla. Why are you taking them off?",8,5,9,3,5,A3S5L3I8O3Q2G,A3HB9PPUZU565U,A1G8ATI1XR2HWT,A2GODV4YZGD8X9,AIPK94CUWL45W,-1.84514865,6,Rude,0.96347164,,,
092011 Stack Overflow,7404921,SO answers homework questions too? Really?,10,4,5,7,9,A2WKPCZU4U110T,A2RDZ580VXUO1X,A28TXBSZPWMEU9,A17G2LOYX7WQZ,A2BKPNKU3EG41Z,-2.161669635,7,Rude,0.086120222,,,
092011 Ask Ubuntu,1031,"What does the tarball contain? I assume it is the content you want to compile, not the tarball itself?",13,13,5,1,9,A3E157ZN8XPUKJ,A2UFD1I8ZO1V4G,A771BLWJLMWYY,A28TXBSZPWMEU9,A32VJLRWGMYGSU,-2.02633124,8.2,Rude,0.704501306,,,
Wikipedia,424489,"Since the ""discussion"" was not advertised at the affected pages, it did not involve the ""community"". Do you not see that?",5,9,5,5,9,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A1BJTTNDDFZ3ZP,A3454T4PU9GJM0,A2ULMYRKQMNNFG,-1.77464496,6.6,Rude,0.45365322,,,
Wikipedia,226220,Hi Finell: I have filed an RfC at <url>. Could you take a look at this matter and proffer some advice?,21,21,17,13,17,A1T5YMBH35PDBX,A233ONYNWKDIYF,APMYUTI3V3Y6R,A3S5L3I8O3Q2G,A26YKYQIA3GX8B,0.844333118,17.8,Polite,0.385035396,,,
092011 Stack Overflow,3610023,Why are you debugging AutoCAD? Isn't that AutoDesk's job?,13,9,7,6,5,A2UFD1I8ZO1V4G,A125P73OQSRNI5,A3EJ5TT2ZGBIDA,A17G2LOYX7WQZ,A3DKR227NQCH4X,-1.643041179,8,Rude,0.288628954,,,
092011 Photography,9239,Your question currently doesn't make any sense as it is worded. Could you please edit it and clarify what you are asking?,17,19,21,17,18,AO3XB5I5QNNUI,A23312XQ2AQ91W,A3E157ZN8XPUKJ,A2UFD1I8ZO1V4G,A1FF4KWG1G44QE,0.809057199,18.4,Polite,0.203398224,,,
092011 Gaming,11646,"with ships, the fortify until healed option doesn't show up unless you're in your own territory. Have you put the bomber in your territory or in one of your cities and then tried to heal it?",21,13,21,15,21,A3E157ZN8XPUKJ,A2UFD1I8ZO1V4G,A771BLWJLMWYY,A28TXBSZPWMEU9,A2MWGIVIKOXWYM,0.496399185,18.2,Polite,0.794955806,,,
092011 Electrical Engineering,6321,"@BCS - A computer-controlled analog EQ sounds oxymoronic to me. Please correct me if I'm wrong, but won't any digitally controlled pot be, well, digital, and the microcontroller and/or pot introduce switching noise when you change the pot's value?",7,2,13,9,9,A125P73OQSRNI5,A1KC138MX47DXA,A2UFD1I8ZO1V4G,A3GOI327COFGY5,AI4WWBB2PNCKH,-1.313302149,8,Rude,0.067139679,,,
Wikipedia,95018,"Hi Johnuniq, thank you for your edit. Does the file should be deleted/removed from commons then?",18,17,17,17,25,A1T5YMBH35PDBX,A233ONYNWKDIYF,A2EJ6MKRFATU5I,A3S5L3I8O3Q2G,A1G05O3HM7DNVZ,1.026091167,18.8,Polite,0.630156833,,,
Wikipedia,629536,"I think if we did it that way, it would add a lot of possibilities to the page, enabling us to give breakdowns of other wars and major events in separate tables as well, in addition to alternative listings, which I think would be quite useful. Because there are a lot of events with different aspects to them that could be covered in more detail IMO, what do you think?",13,17,17,21,24,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,AVWFW00UYDVUD,AD1IH74UX9IAI,A38N58BSMTA0BE,0.920822829,18.4,Polite,0.187763118,,,
092011 Drupal Answers,1566,The project page you linked provides a fairly specific overview of what the module does. Do you have specific questions about why a module would depend on it other than what they lay out there?,17,21,13,25,21,AO3XB5I5QNNUI,AYG3MF094634L,A233ONYNWKDIYF,A3E157ZN8XPUKJ,A3CPYEB0W3MLZK,1.364000856,19.4,Polite,0.847623044,,,
092011 GIS,7228,"Are you open to programmatic solutions (e.g. custom renderers), or solely OOTB methods?",21,21,17,17,23,A3IS283P2CECZJ,A3E157ZN8XPUKJ,ARYGQ46IMW8AU,A2UFD1I8ZO1V4G,A2MWGIVIKOXWYM,0.988165525,19.8,Polite,0.12358935,,,
Wikipedia,620964,"The Birr page looks good now... but, it seems a little strange to make a distinction between Abyssinia and Ethiopia, as if they were two different entities.  The native name was ''ityoppya'' (Ethiopia) long before 1931; in that year, the Emperor formally requested the international community to begin using Ethiopia instead of Abyssinia, much as the Shah, around the same time, requested the use of ""Iran"" instead of ""Persia"" for his country (and it was also around this time that Siam became Thailand, I believe...) Anyway, it might make more sense for one box reading ""Abyssinia / Ethiopia"" in place of the two separate boxes...?",21,16,25,13,16,A2X9AEDAHF7O7S,AYG3MF094634L,A204JAK7QRDWVM,A38WUWONC7EXTO,A1F4D2PZ7NNWTL,0.652937066,18.2,Polite,0.934885717,,,
Wikipedia,551325,I just saw that after I left this message to you. By speech marks do you mean quotation marks?,19,21,21,13,17,AO5E3LWBYM72K,A3LXBP8T6JMY9B,A2MWGIVIKOXWYM,A2NRW37D7QPLRE,A2LQ33BQ8G259D,0.673380226,18.2,Polite,0.310023972,,,
092011 Programmers,10024,"Oh, and since this is a story-telling kind of topic, shouldn't this be CW? (Does it need 30 answers first, and can users with rep<100 still answer then?)",13,17,18,21,19,AO3XB5I5QNNUI,A233ONYNWKDIYF,ARX0S1CIDJLOX,A2MWGIVIKOXWYM,AI4WWBB2PNCKH,0.873303243,17.6,Polite,0.147908231,,,
092011 Stack Overflow,2232001,How are you using the FtWebRequest class? Do you have to problem with all FTP servers or just the one?,17,17,18,18,18,A3OW54MEVDKXJL,AO3XB5I5QNNUI,A3EJ5TT2ZGBIDA,AFHAH1BIN51GI,A1Z7WT01G55LDC,0.753024348,17.6,Polite,0.767867555,,,
